"Baum ID";"Nr.";"Deutsche Bezeichnung";"Ort";"Stadtteil";"Stadtviertel";"Straße";"Geburtsjahr";"Alter";"X-Koordinate";"Y-Koordinate"
"BKA-20514";"20514";"Sumpf-Eiche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.92";"32";"514491.349";"5442725.445"
"BKA-20515";"20515";"Feld-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.95";"29";"514498.146";"5442728.143"
"BKA-20517";"20517";"Feld-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.98";"26";"514506.643";"5442731.942"
"BKA-20511";"20511";"Gemeine Esche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.86";"38";"514503.843";"5442711.149"
"BKA-20510";"20510";"Gemeine Esche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.98";"26";"514500.744";"5442703.052"
"BKA-20512";"20512";"Gemeine Esche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.90";"34";"514495.447";"5442710.050"
"BKA-20505";"20505";"Feld-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514493.247";"5442686.558"
"BKA-20506";"20506";"Feld-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514489.749";"5442689.458"
"BKA~BAUM-2965";"71511";"Berg-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Hammelwasen";"01.01.98";"26";"514485.051";"5442696.355"
"BKA-20507";"20507";"Stiel-Eiche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514478.554";"5442700.254"
"BKA-20508";"20508";"Berg-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514472.657";"5442704.253"
"BKA-20509";"20509";"Berg-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514469.358";"5442709.051"
